Epoch	Time (s)	Breakbeam	Capacitor (V)	Battery (V)	Board Temperature (°C)	LPS	Encoder 0	Encoder 1	Encoder 2	Encoder 3	Setpoint 0	Setpoint 1	Setpoint 2	Setpoint 3	Motor 0	Motor 1	Motor 2	Motor 3	Motor 4	CPU (%)
1	0.730072	50	15.9943	16.4549	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.735074	50	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.74008	50	15.9943	16.4549	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.62995
1	0.745082	51	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.750083	50	15.9943	16.4549	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.755127	50	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.50563
1	0.760087	51	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	3.50504
1	0.765088	50	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.77009	50	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.775091	50	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.780098	50	15.9943	16.4549	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.62995
1	0.7851	50	15.9943	16.4549	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.790101	50	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.795145	50	15.9943	16.4549	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.50563
1	0.800105	51	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	3.50504
1	0.805106	50	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.810108	50	15.9943	16.4549	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.815109	50	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.820116	50	15.9943	16.4549	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.62995
1	0.825117	51	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.830119	50	15.9943	16.4549	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.835162	51	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.50563
1	0.840122	50	15.9943	16.4549	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	3.50504
1	0.845124	51	15.9943	16.4224	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
1	0.850125	50	15.9943	16.4549	25.121	973	0	0	0	0	0	0	0	0	0	0	0	0	NaN	2.52677
